NAME,MASS,PER
,mjupiter,day
Kepler-749 b,0.028747,17.31716585
55 Cnc b,0.801471,14.651
Kepler-176 e,0.010441,51.16579
Kepler-565 b,0.0409391,4.24374723
Kepler-631 b,0.0252452,17.97979059
Kepler-380 c,0.00674351,7.630004
Kepler-384 b,0.00436179,22.597053
Kepler-1592 b,0.0115145,3.05710069
Kepler-193 c,0.0229193,50.697494
Kepler-1097 b,0.0318486,187.747029
Kepler-368 c,0.0478436,72.379334
Kepler-102 f,0.00195073,27.4536
Kepler-131 c,0.0525494,25.5169
Kepler-74 b,0.66711,7.340718
HD 207832 b,0.564176,161.97
M 67 YBP 1514 b,0.397418,5.118
WASP-55 b,0.571173,4.465633
Kepler-1064 b,0.0115843,16.54080322
Kepler-280 b,0.010538,2.139542
HAT-P-56 b,2.18,2.7908327
Kepler-1277 b,0.0119381,40.8365012
Kepler-1144 b,0.0147338,17.14647302
Kepler-325 c,0.0201438,12.762172
GJ 3293 b,0.081,30.6
Kepler-547 b,0.0517963,6.01038429
HD 33283 b,0.330171,18.179001
Kepler-1312 b,0.0155754,5.44832529
Kepler-842 b,0.0119381,1.21956827
OGLE-TR-111 b,0.55,4.0144479
MOA-2007-BLG-400L b,0.83,
Kepler-704 b,0.0210409,3.76182115
HD 10180 e,0.0797893,49.747
Kepler-1532 b,0.00819664,1.09366356
Kepler-647 b,0.00501732,16.2254649
Kepler-765 b,0.0188877,27.6655226
Kepler-1016 c,0.0418568,105.6551369
Kepler-185 b,0.00508144,1.6329
55 Cnc d,3.54451,4909
HD 155233 b,1.99403,885
WASP-3 b,2.01184,1.846834
HD 148156 b,0.847612,1027
Kepler-172 d,0.0169862,14.627119
Kepler-967 c,0.0412428,198.7112502
Kepler-182 c,0.0355742,20.684342
Kepler-1016 b,0.0162741,1.95452434
Kepler-1266 b,0.0206139,28.474748
TrES-5 b,1.7781,1.4822446
Kepler-1306 b,0.014034,16.29595382
Kepler-1483 b,0.0124263,9.5085156
Kepler-1047 b,0.0154788,56.1886887
Kepler-645 b,0.0155754,3.27582262
Kepler-49 e,0.0116666,18.596108
HD 222155 b,2.02633,3999
Kepler-399 c,0.0100631,26.67569
Kepler-761 b,0.0150076,10.12804789
Kepler-1278 b,0.0030088,3.23941344
Kepler-175 c,0.0286557,34.035257
Kepler-391 c,0.0382517,20.485435
HD 73526 b,2.8556,188.3
Kepler-768 b,0.0132151,11.3910025
Kepler-879 b,0.020474,33.3855938
Kepler-1428 b,0.0121546,10.67607169
Kepler-200 b,0.0158724,8.594805
Kepler-1036 b,0.0271261,122.8808058
Kepler-1129 c,0.0227057,76.5369586
HD 117207 b,1.8189,2597
Kepler-122 d,0.0165098,21.587475
Kepler-1140 b,0.0231879,24.0862707
Kepler-1565 b,0.0053608,1.53818844
Kepler-1645 b,0.0131362,16.1779561
Kepler-769 b,0.0256089,7.42608998
Kepler-1239 b,0.0252452,5.19104016
HD 121504 b,1.2223,63.330002
Kepler-1089 b,0.0134548,5.13248562
Kepler-499 b,0.0162741,5.63252845
Kepler-852 b,0.0201979,44.9309804
Kepler-1354 b,0.0263549,76.613377
Kepler-342 e,0.00189081,1.64422461
Kepler-1366 b,0.0101747,2.16457097
HD 156846 b,11.0076,359.51001
Kepler-18 b,0.022,3.504725
Kepler-1548 b,0.0214793,124.828679
HR 8799 d,9.5,41054
HAT-P-23 b,2.09606,1.212884
HD 224693 b,0.714594,26.73
Kepler-1401 b,0.0124487,11.20066445
Kepler-505 b,0.0208973,27.52197994
Kepler-388 c,0.00170474,13.297004
Kepler-862 b,0.0165864,3.14866453
Kepler-246 c,0.0117855,11.187161
Kepler-795 b,0.0124487,29.6193421
Kepler-941 b,0.0283318,17.42395198
HD 158038 b,1.79425,521
Kepler-1502 b,0.0302544,41.7083629
Kepler-888 b,0.0129801,70.6979061
Kepler-822 b,0.0130579,3.22296927
Kepler-240 b,0.00871939,4.144495
Kepler-26 c,0.0397121,17.25204
Kepler-143 c,0.0341953,27.082511
Kepler-1469 b,0.0236826,21.8635301
Kepler-1334 b,0.0173469,15.64591713
Kepler-508 b,0.0121546,25.30889748
K2-21 c,0.014144,15.5012
Kepler-1091 b,0.0107116,1.43474156
GJ 179 b,0.824243,2288
Kepler-206 b,0.00554835,7.781987
Kepler-22 b,0.0183345,289.8623
Kepler-1101 b,0.0192688,81.3151059
Kepler-1369 b,0.0220818,25.873148
Kepler-68 c,0.015142,9.605085
Kepler-986 b,0.0181548,56.4349938
Kepler-300 b,0.0123736,10.446347
Kepler-937 b,0.0431113,67.668827
Kepler-110 c,0.0166036,31.719775
Kepler-42 d,0.000404706,1.865169
Kepler-357 d,0.0355742,49.499875
HD 143361 b,3.03499,1086
Kepler-715 b,0.0440759,10.00652995
HD 155358 b,0.819484,194.3
Kepler-134 b,0.0147725,5.317429
Kepler-369 b,0.00450004,2.732756
HD 192310 b,0.0531258,74.72
Kepler-257 d,0.0812259,24.664551
Kepler-342 b,0.0169862,15.170318
Kepler-644 b,0.029598,3.1739171
Kepler-1108 b,0.0107116,4.51005748
Kepler-119 b,0.0397965,2.422082
WASP-64 b,1.27137,1.5732918
Kepler-190 b,0.0116666,2.019999
upsilon And b,0.669277,4.6171363
Kepler-56 c,0.196739,21.4050484
Kepler-1267 b,0.0271261,13.0313945
Kepler-1138 b,0.0125983,3.17060005
Kepler-237 b,0.00960182,4.715106
Kepler-132 e,0.00518721,110.2869374
Kepler-223 e,0.0185304,19.721734
HD 86081 b,1.49595,2.1375
WASP-74 b,0.95,2.13775
HD 109246 b,0.768085,68.27
WASP-68 b,0.957019,5.084298
Kepler-81 d,0.0057099,20.837846
Kepler-68 d,0.80971,580
Kepler-403 c,0.0129124,54.280749
Kepler-197 d,0.00587447,15.677563
Kepler-1631 b,0.00819664,4.09513932
Kepler-589 b,0.0172355,16.54964934
Kepler-701 b,0.0241903,10.35533177
Kepler-1300 b,0.00866602,22.2419092
Kepler-1485 b,0.0109866,19.9157725
Kepler-348 b,0.0123086,7.05677
Kepler-341 d,0.0136211,27.666313
Kepler-1632 b,0.0192688,448.303558
HD 128311 c,3.24848,923.8
Kepler-445 d,0.00688654,8.15275
Kepler-603 b,0.0214793,21.05358596
Kepler-364 c,0.0160511,59.980627
Kepler-299 e,0.0137681,38.285489
Kepler-1075 b,0.00991268,1.52372816
K2-25 b,0.0355731,3.484552
Kepler-902 b,0.0201979,40.1099547
CoRoT-23 b,3.0853,3.6313
Kepler-1158 b,0.017919,13.5396293
Kepler-387 c,0.00192504,11.837549
Kepler-821 b,0.00752338,1.92279873
Kepler-684 b,0.0340314,6.77030201
Kepler-54 d,0.0125754,20.995694
Kepler-1082 b,0.00437411,1.5432066
Kepler-1474 b,0.0161718,36.4333452
WASP-39 b,0.284338,4.055259
Kepler-102 e,0.0280968,16.1457
Kepler-1463 b,0.0136995,25.15864
Kepler-219 b,0.0260126,4.585512
Kepler-1377 b,0.00648186,0.74092842
Kepler-549 c,0.0256089,117.040498
GJ 876 b,1.9469,61.1166
Kepler-984 b,0.0157709,43.0342272
Kepler-385 b,0.022635,10.043686
Kepler-374 b,0.00324127,1.897806
Kepler-296 e,0.0129124,34.142347
HD 164509 b,0.480333,282.4
HD 9446 b,0.698769,30.052
HD 18742 b,2.8638,772
Kepler-255 b,0.011604,5.714606
Kepler-636 b,0.0652266,16.08066115
Kepler-197 b,0.00313003,5.599308
Kepler-183 c,0.0171819,11.637071
Kepler-745 b,0.0161718,9.93143556
Kepler-517 b,0.021778,60.92832271
Kepler-232 b,0.0282863,4.431222
Kepler-345 c,0.00554835,9.387427
WASP-80 b,0.551763,3.0678504
HD 167042 b,1.63682,420.77
Kepler-1373 b,0.00485109,1.29123275
Kepler-152 b,0.0235009,18.207973
Kepler-743 b,0.00571923,3.17926292
HD 69830 b,0.0316488,8.6669998
Kepler-983 b,0.0181548,60.0855082
Kepler-8 b,0.585742,3.52254
Kepler-1014 b,0.0183949,16.57110363
Kepler-336 d,0.0182069,20.678772
Kepler-646 b,0.0147338,15.87364565
Kepler-1272 b,0.0181548,51.1309704
Kepler-353 c,0.00893492,8.410894
HD 114762 b,11.6351,83.9151
Kepler-154 b,0.0170837,33.040532
Kepler-804 b,0.0142915,14.37457351
61 Vir c,0.0333747,38.021
HD 45652 b,0.468448,43.6
Kepler-1244 b,0.00819664,3.70428172
Kepler-1386 b,0.00628541,6.73972381
Kepler-978 b,0.0267373,49.6221509
Kepler-1404 b,0.0148244,15.9314739
Kepler-735 b,0.0259788,11.51516988
Kepler-237 c,0.015437,8.103636
HAT-P-14 b,2.23603,4.627669
Kepler-972 b,0.0714653,7.03932553
Kepler-317 c,0.0127076,8.77501
Kepler-1572 b,0.00235177,5.49548621
Kepler-301 d,0.0129124,13.751243
Kepler-1363 b,0.00648186,2.94194094
Kepler-148 c,0.0397965,4.180043
Kepler-49 d,0.0119197,2.576549
Kepler-668 b,0.0222358,8.35390639
Kepler-1013 b,0.0160703,18.93054959
Kepler-796 b,0.00730709,6.40087618
Kepler-1634 b,0.0304768,374.876239
HIP 105854 b,8.2,184.2
Kepler-169 b,0.00450004,3.250619
WASP-66 b,2.31346,4.086052
HD 73256 b,1.86902,2.5485799
Kepler-1427 b,0.00407386,0.96897238
Kepler-303 c,0.00464108,7.061149
Kepler-1274 b,0.00991268,6.98152703
Kepler-1032 b,0.0137822,3.29011795
Kepler-168 b,0.0107805,4.425391
Kepler-56 b,0.0465014,10.5034294
6 Lyn b,2.20888,874.774
Kepler-238 b,0.0127755,2.090876
Kepler-151 c,0.0155228,24.674612
Kepler-1487 b,0.0158698,7.31946363
Kepler-150 b,0.00638668,3.428054
HD 180314 b,22.6261,396.03
HD 17092 b,4.96206,359.89999
Kepler-780 b,0.00189081,0.67737516
Kepler-353 b,0.00192504,5.795278
Kepler-931 b,0.00796813,8.03755877
Kepler-1246 b,0.00842926,11.32271513
Kepler-1169 b,0.00235177,6.11009134
Kepler-1105 b,0.0148244,4.42157218
HIP 57274 b,0.0365708,8.1352
Kepler-93 b,0.00814901,4.72674
Kepler-281 c,0.0938647,36.337373
WASP-94 A b,0.41865,3.9501907
Kepler-236 b,0.0117295,8.295611
HD 202206 b,16.8244,255.87
WASP-5 b,1.62423,1.6284229
Kepler-78 b,0.00585,0.35500744
Kepler-55 f,0.011856,10.198545
Kepler-314 c,0.025195,5.960392
CoRoT-2 b,3.27527,1.7429935
Kepler-447 b,1.37,7.79430132
Kepler-187 c,0.0218083,10.640263
Kepler-257 c,0.0975428,6.581484
Kepler-424 c,7.03702,223.3
Kepler-522 b,0.136066,38.58422849
HD 108874 c,1.02837,1680.3835
Kepler-1615 b,0.015288,47.3126192
GJ 832 c,0.016749,35.68
Kepler-894 b,0.0233514,9.803224
Kepler-1609 b,0.0166923,114.34219
Kepler-289 b,0.0188614,34.543901
Kepler-1524 b,0.0383032,70.9674603
Kepler-346 c,0.0281036,23.851549
Kepler-1403 b,0.0159697,5.19492202
Kepler-953 b,0.0583181,88.40655258
Kepler-1479 b,0.0134548,14.53261362
HD 200964 c,0.945722,825
HD 10180 h,0.206033,2248
HD 33142 b,1.41137,326.6
Kepler-402 e,0.0107805,11.242861
HAT-P-20 b,7.28953,2.875317
HD 7924 b,0.0273647,5.39792
Kepler-834 b,0.0149156,13.32388301
Kepler-439 b,0.0168896,178.1396
Kepler-1060 b,0.0182743,46.8779367
Kepler-1150 b,0.00313024,2.78786839
CoRoT-5 b,0.462537,4.0378962
Kepler-1184 b,0.0219292,53.5991044
WASP-47 b,1.12341,4.1591409
Kepler-194 d,0.0185304,52.814973
OGLE-2011-BLG-0251 b,0.53,
Kepler-1566 b,0.00123338,0.53991524
Kepler-36 b,0.0140379,13.83989
Kepler-161 b,0.0157841,4.921355
Kepler-943 b,0.117824,49.7701438
Kepler-899 b,0.0219292,19.17891293
HAT-P-35 b,1.05422,3.646706
HD 99109 b,0.504198,439.3
Kepler-1347 b,0.00325512,14.00947528
Kepler-649 b,0.017125,29.90722674
Kepler-778 b,0.0124487,3.75574426
Kepler-253 c,0.0215411,10.281951
Kepler-744 b,0.0120821,12.06222443
Kepler-5 b,2.11663,3.54846
Kepler-161 c,0.0151834,7.06424
HD 10647 b,0.925037,1003
Kepler-675 b,0.0190136,2.33743801
Kepler-758 d,0.0157709,20.4966197
Kepler-331 b,0.013404,8.457496
Kepler-28 c,0.0348081,8.98597
Kepler-600 b,0.0252452,23.67517607
HATS-9 b,0.837,1.9153073
Kepler-782 b,0.0307009,158.6853308
Kepler-121 b,0.0178911,3.177422
Kepler-1407 b,0.0170154,20.0711504
Kepler-816 b,0.880048,10.50682565
Kepler-1205 b,0.00965491,1.07839035
Kepler-1585 b,0.0132151,3.5827463
Kepler-621 b,0.0174594,2.62811375
Kepler-412 b,0.940391,1.720861232
upsilon And c,1.91855,241.33335
Kepler-170 c,0.0245625,16.665863
Kepler-122 b,0.0178911,5.766193
WASP-12 b,1.36063,1.09142245
Kepler-148 b,0.0132614,1.729366
HD 170469 b,0.668676,1145
Kepler-285 b,0.00809262,2.633867
HD 88133 b,0.296108,3.41587
HD 196885 b,2.9439,1333
24 Sex b,1.83564,455.2
HD 190228 b,5.94193,1136.1
Kepler-333 b,0.00769114,12.551158
Kepler-510 b,0.0192688,19.55659418
Kepler-370 c,0.0140679,19.02293
OGLE-2006-BLG-109L b,0.727,1788.5
Kepler-762 b,1,3.7705521
Kepler-111 c,0.159251,224.784608
Kepler-267 d,0.0171819,28.464515
HD 181720 b,0.37199,956
55 Cnc c,0.164558,44.38
Kepler-1125 b,0.0135358,17.6700642
Kepler-995 b,0.0222358,28.26731672
HD 156411 b,0.732711,842.2
Kepler-1196 b,0.0167991,66.1849031
HATS-3 b,1.0735,3.547851
Kepler-101 b,0.115399,3.487691
Kepler-536 b,0.028747,1.8270823
Kepler-680 b,0.0187628,3.68992629
91 Aqr b,3.07016,181.4
Kepler-362 b,0.0018494,10.327186
Kepler-301 b,0.00829825,2.508553
Kepler-1126 b,0.0127496,108.593329
Kepler-860 b,0.0313841,5.10137945
Kepler-403 b,0.00638668,7.031462
Kepler-676 b,0.0275214,11.59822172
Kepler-1596 b,0.014034,66.373379
Kepler-404 c,0.0127076,14.751166
Kepler-279 b,0.0403249,12.309681
HD 27894 b,0.617925,17.990999
Kepler-1256 b,0.0115494,12.4127754
HD 156279 b,9.7848,131.05
Kepler-411 c,0.0320836,7.83442788
Kepler-207 d,0.032872,5.868075
Kepler-502 b,0.0754224,4.28686431
Kepler-297 c,0.117213,74.920137
Kepler-436 c,0.0178026,16.79713874
Kepler-345 b,0.00100422,7.415563
Kepler-1449 b,0.0124487,13.2274528
61 Vir d,0.0715929,123.01
Kepler-141 c,0.00960182,7.010606
Kepler-1399 b,0.00648186,1.63865306
HD 179079 b,0.0837774,14.476
Kepler-504 b,0.0118667,9.54927542
Kepler-220 d,0.00271267,28.122397
OGLE-05-390L b,0.0173,3500
WASP-4 b,1.22311,1.3382299
Kepler-432 c,2.36402,406.2
Kepler-141 b,0.000786457,3.107675
Kepler-1641 b,0.028747,19.672266
Kepler-1026 b,0.0165864,36.5156053
HD 4113 b,1.64829,526.62
Kepler-488 b,1,3.12082923
HD 330075 b,0.623724,3.38773
Kepler-1029 b,0.00648186,4.41769648
Kepler-754 b,0.0148244,14.5596237
Kepler-524 c,0.00255759,1.88897906
Kepler-256 e,0.0179955,10.681572
HD 104985 b,4.9174,199.505
HATS-10 b,0.526,3.312846
Kepler-189 b,0.0057099,10.399931
Kepler-691 b,0.0154788,8.114379
Kepler-101 c,0.00789025,6.029809
Kepler-653 c,0.00123338,0.90037648
Kepler-1537 b,0.00518721,1.4444538
Kepler-750 c,0.0120821,4.08899022
HD 87883 b,1.75571,2754
Kepler-520 c,0.00364938,5.21104261
WASP-135 b,0.00189811,1.4013794
Kepler-81 c,0.0181548,12.04
Kepler-156 c,0.0202659,15.906801
Kepler-127 d,0.0214091,48.630408
Kepler-657 b,0.0377408,24.54350418
Kepler-1311 b,0.00628541,11.1726994
HD 10180 g,0.0673813,602
Kepler-1092 b,0.015383,58.6017925
Kepler-1214 b,0.0181548,18.82634264
Kepler-275 c,0.0344212,16.088134
Kepler-482 b,0.0181548,56.35418576
Kepler-1495 b,0.0257931,85.273256
Kepler-201 c,0.0244074,151.884058
WASP-94 B b,0.619839,2.00839
Kepler-208 c,0.00915403,7.466623
Kepler-722 c,0.0240196,105.144749
Kepler-1174 b,0.0118667,6.89225223
Kepler-274 b,0.0115417,11.634788
Kepler-581 b,0.0213319,40.6069821
Kepler-693 b,0.503122,15.37563332
Kepler-1102 b,0.021628,51.3285623
Kepler-769 c,0.0132151,15.9870174
Kepler-652 b,0.0195285,4.18200253
Kepler-420 b,1.45,86.647661
HD 66428 b,2.74962,1973
HD 52265 b,1.07139,119.29
HATS-14 b,1.0682,2.766741
Kepler-75 b,9.98479,8.884924
Kepler-326 c,0.00937625,4.580358
Kepler-554 b,0.0605767,1.90220856
Kepler-1294 b,0.0304768,115.6862258
Kepler-249 c,0.0120453,7.113702
Kepler-1282 b,0.0115843,2.13194651
Kepler-740 b,0.0690043,3.58410122
Kepler-79 c,0.0186,27.402
HD 16417 b,0.0669595,17.24
Kepler-251 c,0.0232079,16.514043
Kepler-15 b,0.662431,4.942782
HD 205739 b,1.48708,279.8
Kepler-851 b,0.0124487,8.50699658
Kepler-1342 b,0.0123008,2.21571036
Kepler-302 b,0.0537981,30.184104
Kepler-781 b,0.0250657,13.2140732
Kepler-317 b,0.0155228,5.524242
Kepler-152 c,0.0184218,88.255055
Kepler-343 b,0.0186399,8.96855
Kepler-1161 b,0.0158698,10.71252541
CoRoT-16 b,0.537982,5.35227
HD 216770 b,0.646927,118.45
HD 136418 b,1.9935,464.3
Kepler-907 b,0.00553813,15.86621821
Kepler-1402 b,0.00111394,2.03387914
Kepler-59 b,0.00441201,11.8681707
Kepler-98 b,0.0111695,1.54168
Kepler-192 b,0.0227766,9.926746
beta Pic b,9,7154
Kepler-1259 b,0.0101747,0.66308526
Kepler-202 c,0.0136211,16.282493
Kepler-1142 b,0.0109866,18.3027248
GJ 163 d,0.0926098,603.95116
Kepler-339 c,0.00478497,6.988055
HD 188015 b,1.46957,461.2
WASP-59 b,0.859095,7.919585
WASP-54 b,0.63273,3.6936411
Kepler-1542 b,0.00111394,3.95116882
HAT-P-8 b,1.29336,3.076337
Kepler-446 b,0.0115145,1.565409
Kepler-1533 b,0.0363708,308.5471
WASP-15 b,0.542797,3.7521
Kepler-425 b,1,3.79701816
HD 10180 d,0.0376549,16.3567
Kepler-767 b,0.121945,161.5280101
HD 9446 c,1.81548,192.9
Kepler-445 b,0.0120099,2.984151
XO-4 b,1.60254,4.1250828
WASP-48 b,0.984236,2.143634
Kepler-566 b,0.0160703,18.42794624
HD 37124 b,0.674371,154.378
Kepler-89 b,0.0287348,3.743208
WASP-32 b,3.45362,2.718661
Kepler-265 b,0.0136944,6.846262
OGLE-TR-211 b,0.757277,3.67724
gamma Cep b,1.51728,905.574
Kepler-325 b,0.0253561,4.544439
Kepler-11 g,0.0332233,118.3807
Kepler-256 b,0.011856,1.620493
Kepler-1182 b,0.0186391,11.17394617
Kepler-617 b,0.00774372,1.68269615
Kepler-1035 b,0.00501732,2.71407755
HD 1605 c,3.50295,2111
GJ 86 b,4.00104,15.76491
Kepler-470 b,1,24.66919569
Kepler-1637 b,0.00189081,6.10960324
Kepler-1346 b,0.0117956,3.40165668
HR 8799 e,7,16422
HD 8574 b,1.80603,227
Kepler-269 c,0.0125062,8.127899
MOA-2007-BLG-192L b,0.01,
Kepler-250 b,0.00450004,4.148141
HD 82886 b,1.30477,705
HD 179949 b,0.902075,3.092514
Kepler-1167 b,0.0126737,1.00393374
HD 2952 b,1.62021,311.6
Kepler-1063 b,0.0115494,14.07971466
Kepler-169 e,0.0165098,13.767102
MOA-2009-BLG-319L b,0.157,
Kepler-1340 b,0.0115843,0.66502692
HIP 14810 c,1.27518,147.76916
Kepler-358 c,0.0244074,83.488369
HD 28678 b,1.8997,387.1
WASP-56 b,0.605385,4.617101
Kepler-18 c,0.0544,7.64159
Kepler-215 e,0.0129124,68.16101
Kepler-540 b,0.0223911,172.7049784
HATS-6 b,0.319,3.3252725
Kepler-230 c,0.0151,91.773242
Kepler-739 b,0.0330424,12.53248465
Kepler-515 b,0.0107116,19.96371318
Kepler-388 b,0.00137963,3.173315
Kepler-107 e,0.0360464,14.749049
Kepler-947 b,0.0172355,26.9644317
Kepler-1560 b,0.00189081,3.03195744
Kepler-1230 b,0.0223911,9.95661537
Kepler-923 b,0.00890695,6.93366476
CoRoT-8 b,0.216078,6.21229
Kepler-723 b,1,4.08227507
Kepler-844 b,0.0124487,2.61302086
Kepler-1283 b,0.014034,12.9460978
Kepler-1430 b,0.00518721,2.46050993
Kepler-401 b,0.0126401,14.383035
Kepler-760 c,0.0112658,2.46697439
Kepler-1069 b,0.0119381,23.8990296
Kepler-291 c,0.0138423,5.700786
Kepler-1324 b,0.0121297,4.11584468
CoRoT-20 b,4.24,9.24285
Kepler-292 e,0.0218083,11.97901
HD 96167 b,0.68457,498.9
HD 43197 b,0.596868,327.8
Kepler-1388 c,0.017125,5.53608151
Kepler-912 b,0.0236826,2.53475627
Kepler-514 b,0.0126737,5.65179605
Kepler-998 b,0.0176872,5.65377733
Kepler-1129 b,0.0261661,24.3397804
Kepler-1335 b,0.010441,6.26406846
HD 37605 c,3.36552,2720
Kepler-1601 b,0.00142986,2.20921951
Kepler-659 b,0.01966,17.671796
Kepler-1332 b,0.00866602,11.87456832
Kepler-81 b,0.0187628,5.955
Kepler-814 b,0.0157709,6.1469851
Kepler-1168 b,0.01966,55.8226539
Kepler-955 b,0.0291691,14.53244172
Kepler-1328 b,0.00266535,4.52158888
HD 183263 b,3.57445,626.516
Kepler-663 b,0.0208973,4.99678284
Kepler-624 b,0.0175728,14.58649607
Kepler-1526 b,0.0188877,3.908632
Kepler-347 c,0.0129124,27.320871
Kepler-699 b,1,27.80756293
Kepler-32 c,0.0147699,8.7522
Kepler-23 b,0.0139795,7.10664
WASP-23 b,0.872226,2.9444256
Kepler-594 b,0.0162741,13.64618192
11 Com b,16.1284,326.03
HD 145377 b,5.78201,103.95
Kepler-1554 b,0.0252452,198.088774
Kepler-650 b,0.0261661,3.03214559
Kepler-289 d,0.012,66.0634
Kepler-1429 b,0.00709482,4.48487493
Kepler-194 c,0.0207641,17.308032
CoRoT-25 b,0.27,4.86069
Kepler-419 c,7.3,675.47
Kepler-332 b,0.00508144,7.626324
omicron CrB b,1.47736,187.83
Kepler-229 c,0.0802152,16.068638
Kepler-954 b,0.0176872,16.78176602
Kepler-1408 b,0.00189081,2.99793191
Kepler-779 b,0.00215846,7.09714223
OGLE-TR-132 b,1.18,1.689868
beta Gem b,2.75822,589.64001
Kepler-633 b,0.0120821,8.50340718
Kepler-1159 b,0.0181548,22.70816791
Kepler-1443 b,0.00266535,2.41811321
Pr 201 b,0.540155,4.4264
Kepler-541 b,0.0340314,5.08005848
Kepler-937 c,0.021778,153.343364
Kepler-625 c,0.00351465,4.1653651
WASP-52 b,0.457165,1.7497798
Kepler-953 c,0.0053608,9.10967112
Kepler-337 c,0.0151834,9.693201
Kepler-213 b,0.0120479,2.46236
Kepler-386 c,0.0117926,25.193458
Kepler-1186 b,0.0167991,16.07677615
Kepler-927 b,0.0126737,9.1149903
Kepler-660 b,0.020474,9.27358194
Kepler-1385 b,0.00164848,2.88879862
47 UMa b,2.54589,1078
HD 240210 b,7.28868,501.75
Kepler-1255 b,0.0176872,36.2919336
Kepler-804 c,0.00468851,9.65185017
Kepler-906 b,0.0156727,41.6979976
Kepler-304 b,0.0245625,3.295709
Kepler-149 d,0.0504114,160.018032
Kepler-1625 b,0.123396,287.378949
Kepler-77 b,0.430957,3.57878087
Kepler-719 b,0.4002,5.00731778
HD 109749 b,0.27467,5.24
Kepler-1455 b,0.0161718,49.276764
Kepler-775 b,0.0053608,0.97486893
HD 45364 c,0.658513,342.85
Kepler-55 d,0.011856,2.211099
Kepler-685 b,1,1.6255222
Kepler-500 b,0.0206139,8.5083244
Kepler-327 b,0.00422638,2.549575
Kepler-1162 b,0.0165864,32.5637069
Kepler-721 b,0.0214793,5.39202539
WASP-50 b,1.47244,1.9550959
Kepler-1540 b,0.0195285,125.4131177
HD 11506 c,0.36,223.6
Kepler-607 b,0.0018073,0.6381632
Kepler-1317 b,0.0116544,0.56887443
Kepler-1507 b,0.00157306,16.0506213
Kepler-1384 b,0.0142915,15.36262753
Kepler-217 d,0.00774372,3.88689525
Kepler-1007 b,0.0101747,5.18500207
HD 159243 c,1.9,248.4
Kepler-1477 b,0.00518721,11.55530021
Kepler-87 c,0.0201366,191.2318
Kepler-105 c,0.0119837,7.125939
WASP-98 b,0.83,2.96264
Kepler-1547 b,0.00197713,0.69297968
Kepler-195 c,0.011604,34.096863
GJ 3470 b,0.0440093,3.336649
K2-22 b,,0.381078
Kepler-696 b,0.136415,4.19042557
Kepler-1133 b,0.0145548,11.55562343
Kepler-290 c,0.0222169,36.77031
Kepler-801 b,0.0147338,11.41928253
Kepler-334 d,0.00960182,25.09849
Kepler-1620 b,0.0120099,101.951829
Kepler-1644 b,0.0138656,21.0907758
Kepler-273 c,0.0146122,8.014927
Kepler-789 b,0.0157709,8.63847725
Kepler-625 b,0.0147338,7.75192492
eta Cet c,3.28703,744.5
Kepler-266 b,0.0194307,6.61833
Kepler-641 b,0.0136174,9.48961571
HD 96127 b,4.00701,647.3
Kepler-223 b,0.0125062,7.384108
HD 17156 b,3.30275,21.21663
Kepler-1038 b,0.038021,148.4603382
Kepler-137 c,0.0138423,18.735753
Kepler-990 b,0.0208973,9.91723428
Kepler-116 c,0.0174811,13.07163
Kepler-1137 b,0.0164814,23.9210791
Kepler-117 b,0.194248,18.795952
Kepler-1264 b,0.00518721,0.96852602
Kepler-513 b,0.0164814,28.86235584
HAT-P-44 b,0.352,4.301219
Kepler-381 c,0.00436179,13.391635
HD 16760 b,13.2921,465.1
HD 30562 b,1.33254,1157
Kepler-354 d,0.00621274,24.209842
Kepler-332 c,0.00396389,15.995622
Kepler-46 b,0.314805,33.60134
Kepler-1215 b,0.00590412,4.76703963
Kepler-920 b,0.0187628,6.53192704
WASP-100 b,2.03,2.849375
Kepler-1086 b,0.0190136,18.78425728
Kepler-1465 b,0.0130579,31.8277111
epsilon CrB b,6.04937,417.9
omicron UMa b,4.09607,1630
Kepler-367 b,0.00730238,37.815724
TrES-2 b,1.20071,2.47063
Kepler-235 d,0.0151834,20.060548
Kepler-282 c,0.00554835,13.638723
Kepler-614 b,0.0183949,14.03491514
Kepler-1018 b,0.0206139,49.1013514
Kepler-799 b,0.13484,133.4605235
Kepler-857 b,0.130623,85.35129427
Kepler-979 b,0.0225477,8.0880135
HD 11755 b,6.55071,433.7
HD 102195 b,0.452799,4.113775
Kepler-1320 b,0.0125983,0.86838653
Kepler-432 b,5.41,52.501129
Kepler-855 b,0.372141,7.8866311
Kepler-1600 b,0.0291691,386.370548
Kepler-324 c,0.0296032,51.805612
Kepler-1189 b,0.0130579,3.78858982
HD 75289 b,0.46004,3.509267
Kepler-394 c,0.0123078,12.130686
Kepler-1370 c,0.00668223,7.44142113
Kepler-385 c,0.0275635,15.163161
HD 185269 b,0.954212,6.8378503
WASP-7 b,0.919279,4.954658
WASP-41 b,0.939101,3.052404
BD -10 3166 b,0.429903,3.48777
HD 190360 b,1.53512,2915.0369
HAT-P-13 c,14.2696,446.27
Kepler-304 c,0.0162325,5.315946
Kepler-303 b,0.00192504,1.937055
Kepler-1431 b,0.0109866,5.86601526
Kepler-1163 b,0.00325512,6.11786898
GJ 317 b,1.26045,692
Kepler-526 b,0.0147338,5.45849832
Kepler-591 b,0.0345375,81.1694299
